"","station_id","stationname","daytype","rides","date"
"231580",40350,"UIC-Halsted","W",3588,2017-07-05
"231794",40350,"UIC-Halsted","W",3455,2012-05-30
"232224",40350,"UIC-Halsted","W",2534,2002-05-15
"232283",40350,"UIC-Halsted","U",838,2009-05-31
"232481",40350,"UIC-Halsted","W",5469,2010-01-11
"232582",40350,"UIC-Halsted","W",3323,2002-07-25
"232963",40350,"UIC-Halsted","W",8053,2014-10-17
"233229",40350,"UIC-Halsted","W",2902,2008-05-20
"233280",40350,"UIC-Halsted","U",899,2004-07-25
"233368",40350,"UIC-Halsted","W",5544,2006-12-07
"233389",40350,"UIC-Halsted","W",5690,2008-03-04
"233488",40350,"UIC-Halsted","W",6982,2003-10-29
"233528",40350,"UIC-Halsted","A",1681,2012-01-07
"233618",40350,"UIC-Halsted","W",3363,2014-05-16
"233668",40350,"UIC-Halsted","W",3578,2005-06-02
"233758",40350,"UIC-Halsted","W",5945,2008-01-31
"233825",40350,"UIC-Halsted","A",1720,2004-09-25
"234015",40350,"UIC-Halsted","W",6934,2004-09-21
"234084",40350,"UIC-Halsted","W",8277,2016-09-12
"234492",40350,"UIC-Halsted","U",820,2007-01-14
"234523",40350,"UIC-Halsted","A",2133,2009-04-18
"234560",40350,"UIC-Halsted","U",1267,2011-05-15
"234721",40350,"UIC-Halsted","W",3328,2002-07-12
"235177",40350,"UIC-Halsted","U",1287,2016-05-22
"235209",40350,"UIC-Halsted","U",878,2002-03-17
"235360",40350,"UIC-Halsted","U",1062,2003-08-03
"235548",40350,"UIC-Halsted","W",5550,2004-04-13
"235573",40350,"UIC-Halsted","W",6805,2008-11-13
"235746",40350,"UIC-Halsted","W",2445,2001-07-27
"235850",40350,"UIC-Halsted","W",7665,2010-09-16
"236038",40350,"UIC-Halsted","W",6561,2003-09-26
"236263",40350,"UIC-Halsted","W",7713,2010-09-02
"236412",40350,"UIC-Halsted","W",7823,2010-09-09
"236539",40350,"UIC-Halsted","W",2880,2009-01-07
"236564",40350,"UIC-Halsted","W",6518,2011-04-27
"236657",40350,"UIC-Halsted","A",1457,2002-12-14
"236747",40350,"UIC-Halsted","W",5894,2015-12-08
"236824",40350,"UIC-Halsted","W",4472,2005-05-04
"237150",40350,"UIC-Halsted","A",2401,2009-03-14
"237215",40350,"UIC-Halsted","W",3513,2016-07-05
"237633",40350,"UIC-Halsted","U",962,2009-11-29
"237679",40350,"UIC-Halsted","U",956,2008-06-15
"237758",40350,"UIC-Halsted","A",2210,2009-08-22
"237921",40350,"UIC-Halsted","W",7308,2016-04-01
"237924",40350,"UIC-Halsted","A",1589,2005-02-12
"238146",40350,"UIC-Halsted","W",3831,2017-07-06
"238797",40350,"UIC-Halsted","U",1418,2016-06-12
"238808",40350,"UIC-Halsted","W",6253,2007-10-01
"238827",40350,"UIC-Halsted","A",3256,2016-03-12
"238838",40350,"UIC-Halsted","W",7886,2012-10-15
"238860",40350,"UIC-Halsted","W",7130,2010-09-29
"239061",40350,"UIC-Halsted","W",6729,2005-11-07
"239203",40350,"UIC-Halsted","A",2445,2014-12-06
"239228",40350,"UIC-Halsted","W",6458,2007-09-14
"239388",40350,"UIC-Halsted","A",2935,2011-04-09
"239412",40350,"UIC-Halsted","A",1262,2009-08-01
"239444",40350,"UIC-Halsted","W",2467,2010-03-23
"239561",40350,"UIC-Halsted","W",5376,2004-01-23
"239642",40350,"UIC-Halsted","W",5864,2001-09-14
"239680",40350,"UIC-Halsted","A",1570,2008-07-26
"239812",40350,"UIC-Halsted","U",604,2005-01-01
"239824",40350,"UIC-Halsted","A",1420,2003-05-10
"239980",40350,"UIC-Halsted","W",8129,2012-10-02
"240004",40350,"UIC-Halsted","W",4447,2001-02-20
"240023",40350,"UIC-Halsted","A",1919,2002-10-19
"240152",40350,"UIC-Halsted","W",5937,2001-11-07
"240168",40350,"UIC-Halsted","W",7462,2012-10-26
"240246",40350,"UIC-Halsted","W",5973,2009-11-13
"240381",40350,"UIC-Halsted","U",972,2006-12-31
"240903",40350,"UIC-Halsted","W",6533,2009-10-14
"241131",40350,"UIC-Halsted","A",1232,2004-05-22
"241152",40350,"UIC-Halsted","A",1103,2005-05-28
"241183",40350,"UIC-Halsted","W",2527,2010-03-24
"241223",40350,"UIC-Halsted","W",6760,2002-11-07
"241313",40350,"UIC-Halsted","U",601,2002-12-22
"241374",40350,"UIC-Halsted","W",7750,2017-11-10
"241530",40350,"UIC-Halsted","W",7561,2014-11-04
"241540",40350,"UIC-Halsted","W",3439,2009-07-02
"241795",40350,"UIC-Halsted","W",4396,2004-05-05
"241848",40350,"UIC-Halsted","A",1787,2014-08-02
"242058",40350,"UIC-Halsted","A",1901,2005-11-12
"242281",40350,"UIC-Halsted","W",3539,2013-05-24
"242357",40350,"UIC-Halsted","W",2472,2008-01-09
"242516",40350,"UIC-Halsted","U",897,2003-02-09
"242609",40350,"UIC-Halsted","W",6994,2013-05-01
"242626",40350,"UIC-Halsted","W",3046,2009-07-24
"242652",40350,"UIC-Halsted","U",1880,2013-05-05
"242661",40350,"UIC-Halsted","W",5679,2004-01-22
"242681",40350,"UIC-Halsted","W",1800,2013-12-30
"242830",40350,"UIC-Halsted","A",1916,2017-02-04
"242967",40350,"UIC-Halsted","A",2338,2017-10-07
"243006",40350,"UIC-Halsted","W",6394,2003-11-25
"243084",40350,"UIC-Halsted","W",6183,2009-11-24
"243227",40350,"UIC-Halsted","U",748,2014-12-28
"243316",40350,"UIC-Halsted","W",7516,2016-02-17
"243623",40350,"UIC-Halsted","W",1452,2012-11-23
"243814",40350,"UIC-Halsted","W",2686,2016-12-15
"243821",40350,"UIC-Halsted","U",1275,2011-05-22
"243961",40350,"UIC-Halsted","W",8870,2017-09-12
"244136",40350,"UIC-Halsted","W",4176,2013-07-01
"244164",40350,"UIC-Halsted","W",7249,2014-04-23
"244343",40350,"UIC-Halsted","W",6531,2009-10-08
"244408",40350,"UIC-Halsted","W",2778,2008-12-15
"244416",40350,"UIC-Halsted","W",5536,2007-11-26
"244486",40350,"UIC-Halsted","U",787,2005-05-30
"244620",40350,"UIC-Halsted","W",7078,2011-01-12
"244839",40350,"UIC-Halsted","U",672,2002-11-28
"245248",40350,"UIC-Halsted","W",2718,2006-05-26
"245374",40350,"UIC-Halsted","W",2569,2006-12-18
"245754",40350,"UIC-Halsted","W",5575,2002-02-07
"245988",40350,"UIC-Halsted","W",2718,2004-05-11
"246159",40350,"UIC-Halsted","W",2350,2008-01-08
"246225",40350,"UIC-Halsted","A",1936,2002-10-12
"246326",40350,"UIC-Halsted","U",1791,2013-04-21
"246337",40350,"UIC-Halsted","A",1561,2004-07-03
"246449",40350,"UIC-Halsted","W",3760,2015-07-30
"246623",40350,"UIC-Halsted","W",2834,2001-06-14
"246765",40350,"UIC-Halsted","W",6844,2015-03-04
"246880",40350,"UIC-Halsted","W",1925,2014-01-07
"247149",40350,"UIC-Halsted","W",3179,2013-08-15
"247194",40350,"UIC-Halsted","W",5641,2010-03-15
"247359",40350,"UIC-Halsted","W",6754,2003-10-27
"247681",40350,"UIC-Halsted","A",1318,2003-06-21
"247773",40350,"UIC-Halsted","A",1750,2002-10-05
"247881",40350,"UIC-Halsted","W",4300,2015-08-20
"248215",40350,"UIC-Halsted","W",4395,2013-07-24
"248289",40350,"UIC-Halsted","W",3247,2007-06-08
"248311",40350,"UIC-Halsted","W",5241,2002-04-23
"248351",40350,"UIC-Halsted","W",7275,2014-11-17
"248956",40350,"UIC-Halsted","W",3316,2016-12-13
"249134",40350,"UIC-Halsted","W",7814,2011-09-09
"249270",40350,"UIC-Halsted","W",2586,2008-03-26
"249272",40350,"UIC-Halsted","A",2709,2014-09-06
"249435",40350,"UIC-Halsted","W",8930,2017-08-30
"249453",40350,"UIC-Halsted","U",1631,2013-02-24
"249482",40350,"UIC-Halsted","W",2386,2002-01-04
"249516",40350,"UIC-Halsted","A",1631,2006-09-02
"249704",40350,"UIC-Halsted","W",6330,2003-11-18
"249832",40350,"UIC-Halsted","W",3836,2017-07-17
"249868",40350,"UIC-Halsted","W",3128,2017-08-07
"250186",40350,"UIC-Halsted","W",5478,2007-02-07
"250211",40350,"UIC-Halsted","A",1547,2016-01-09
"250325",40350,"UIC-Halsted","W",3837,2016-07-06
"250347",40350,"UIC-Halsted","W",7464,2010-08-30
"250480",40350,"UIC-Halsted","W",2715,2001-12-10
"250572",40350,"UIC-Halsted","W",3510,2007-08-24
"250624",40350,"UIC-Halsted","W",4059,2013-07-31
"250857",40350,"UIC-Halsted","A",1712,2008-03-08
"250878",40350,"UIC-Halsted","A",1807,2002-03-30
"250930",40350,"UIC-Halsted","W",3884,2017-07-26
"250960",40350,"UIC-Halsted","W",3484,2005-07-11
"251140",40350,"UIC-Halsted","U",1230,2010-05-02
"251225",40350,"UIC-Halsted","W",3434,2004-06-15
"251243",40350,"UIC-Halsted","U",1277,2011-12-11
"251290",40350,"UIC-Halsted","W",6807,2006-10-05
"251389",40350,"UIC-Halsted","W",3175,2006-08-23
"251412",40350,"UIC-Halsted","W",7296,2005-10-05
"251730",40350,"UIC-Halsted","U",961,2003-03-23
"251824",40350,"UIC-Halsted","A",1465,2001-08-25
"251958",40350,"UIC-Halsted","W",4516,2007-05-10
"251960",40350,"UIC-Halsted","W",6122,2015-12-10
"252124",40350,"UIC-Halsted","W",6562,2005-10-24
"252187",40350,"UIC-Halsted","W",7193,2012-04-04
"252262",40350,"UIC-Halsted","W",7564,2013-09-30
"252270",40350,"UIC-Halsted","U",849,2009-07-19
"252543",40350,"UIC-Halsted","W",5846,2013-12-09
"252581",40350,"UIC-Halsted","W",2132,2017-01-16
"252789",40350,"UIC-Halsted","W",8296,2016-10-17
"252849",40350,"UIC-Halsted","W",3591,2014-05-28
"252901",40350,"UIC-Halsted","W",7053,2002-09-30
"252942",40350,"UIC-Halsted","W",5141,2009-11-25
"253045",40350,"UIC-Halsted","A",2534,2012-03-03
"253153",40350,"UIC-Halsted","A",2043,2017-10-14
"253438",40350,"UIC-Halsted","W",8473,2016-09-09
"253937",40350,"UIC-Halsted","W",6667,2011-01-27
"253954",40350,"UIC-Halsted","W",5261,2009-02-16
"253990",40350,"UIC-Halsted","A",1297,2010-05-22
"254110",40350,"UIC-Halsted","W",3193,2001-07-18
"254111",40350,"UIC-Halsted","U",503,2002-12-29
"254140",40350,"UIC-Halsted","W",3494,2016-05-19
"254230",40350,"UIC-Halsted","W",6621,2002-10-04
"254593",40350,"UIC-Halsted","W",7373,2014-01-21
"254683",40350,"UIC-Halsted","W",7222,2016-04-06
"254689",40350,"UIC-Halsted","A",858,2006-12-30
"254701",40350,"UIC-Halsted","U",1022,2009-01-25
"254726",40350,"UIC-Halsted","W",7461,2005-09-08
"254739",40350,"UIC-Halsted","W",7984,2012-09-07
"254855",40350,"UIC-Halsted","W",6015,2009-12-01
"254868",40350,"UIC-Halsted","W",1536,2004-12-30
"254909",40350,"UIC-Halsted","W",2553,2005-08-04
"254993",40350,"UIC-Halsted","U",1147,2002-09-22
"255060",40350,"UIC-Halsted","A",2663,2012-02-18
"255074",40350,"UIC-Halsted","W",6822,2003-11-19
"255216",40350,"UIC-Halsted","W",3058,2015-08-14
"255294",40350,"UIC-Halsted","W",7343,2004-09-01
"255298",40350,"UIC-Halsted","W",6232,2007-10-19
"255314",40350,"UIC-Halsted","W",5656,2002-01-29
"255499",40350,"UIC-Halsted","W",6422,2008-10-24
"255502",40350,"UIC-Halsted","A",2328,2010-12-04
"255919",40350,"UIC-Halsted","W",8220,2016-08-22
"255986",40350,"UIC-Halsted","A",2061,2015-04-04
"256103",40350,"UIC-Halsted","A",1722,2014-06-07
"256124",40350,"UIC-Halsted","A",1929,2007-09-01
"256209",40350,"UIC-Halsted","W",7952,2011-10-05
"256243",40350,"UIC-Halsted","A",1668,2002-11-09
"256245",40350,"UIC-Halsted","W",3627,2013-05-28
"256691",40350,"UIC-Halsted","W",6857,2002-10-29
"256752",40350,"UIC-Halsted","U",1765,2012-04-29
"257167",40350,"UIC-Halsted","W",1728,2010-01-18
"257206",40350,"UIC-Halsted","W",5142,2005-02-21
"257213",40350,"UIC-Halsted","A",1867,2014-03-29
"257266",40350,"UIC-Halsted","W",6093,2007-09-24
"257304",40350,"UIC-Halsted","W",3161,2007-06-01
"257543",40350,"UIC-Halsted","A",1073,2005-12-31
"257613",40350,"UIC-Halsted","W",5773,2008-02-13
"257968",40350,"UIC-Halsted","W",1290,2006-11-24
"257981",40350,"UIC-Halsted","W",778,2010-12-24
"258036",40350,"UIC-Halsted","U",1047,2010-05-30
"258281",40350,"UIC-Halsted","W",5681,2016-05-06
"258309",40350,"UIC-Halsted","W",4453,2001-02-12
"258333",40350,"UIC-Halsted","U",1334,2005-10-16
"258514",40350,"UIC-Halsted","W",3697,2015-12-15
"258718",40350,"UIC-Halsted","A",2091,2008-04-05
"258724",40350,"UIC-Halsted","A",2845,2013-09-14
"258952",40350,"UIC-Halsted","W",2494,2004-01-07
"259048",40350,"UIC-Halsted","W",6935,2014-02-28
"259119",40350,"UIC-Halsted","U",363,2003-12-25
"259220",40350,"UIC-Halsted","U",708,2002-03-31
"259241",40350,"UIC-Halsted","W",6366,2005-01-25
"259314",40350,"UIC-Halsted","W",6847,2012-04-23
"259333",40350,"UIC-Halsted","U",972,2005-02-27
"259569",40350,"UIC-Halsted","A",2092,2010-03-13
"259807",40350,"UIC-Halsted","A",2033,2006-11-18
"259985",40350,"UIC-Halsted","W",5946,2006-11-10
"259989",40350,"UIC-Halsted","W",2454,2009-12-17
"260140",40350,"UIC-Halsted","W",3362,2002-07-22
"260209",40350,"UIC-Halsted","W",7180,2014-04-15
"260717",40350,"UIC-Halsted","W",1543,2006-12-28
"260776",40350,"UIC-Halsted","W",3693,2011-06-10
"260847",40350,"UIC-Halsted","W",2489,2002-03-22
"260882",40350,"UIC-Halsted","W",7000,2005-11-09
"261463",40350,"UIC-Halsted","W",2685,2003-05-14
"261493",40350,"UIC-Halsted","W",3146,2001-06-26
"261523",40350,"UIC-Halsted","A",1409,2004-01-17
"261531",40350,"UIC-Halsted","U",847,2005-05-22
"261621",40350,"UIC-Halsted","U",1862,2015-11-01
"261804",40350,"UIC-Halsted","W",6533,2003-01-15
"261924",40350,"UIC-Halsted","U",981,2003-11-16
"262072",40350,"UIC-Halsted","W",5687,2015-12-11
"262120",40350,"UIC-Halsted","W",7802,2012-10-12
"262416",40350,"UIC-Halsted","W",5558,2005-03-07
"262554",40350,"UIC-Halsted","W",6987,2008-09-12
"262642",40350,"UIC-Halsted","W",6475,2004-08-23
"262697",40350,"UIC-Halsted","A",2515,2014-04-26
"262911",40350,"UIC-Halsted","A",838,2001-03-10
"262926",40350,"UIC-Halsted","W",2542,2005-01-05
"263257",40350,"UIC-Halsted","W",5653,2009-02-23
"263271",40350,"UIC-Halsted","A",1546,2017-05-27
"263369",40350,"UIC-Halsted","W",6582,2009-09-24
"263901",40350,"UIC-Halsted","U",1566,2017-09-04
"264231",40350,"UIC-Halsted","W",6074,2007-10-26
"264705",40350,"UIC-Halsted","U",1036,2008-07-27
"264733",40350,"UIC-Halsted","A",2201,2007-10-13
"264755",40350,"UIC-Halsted","W",7215,2015-01-14
"264814",40350,"UIC-Halsted","W",6916,2017-04-07
"264860",40350,"UIC-Halsted","U",799,2004-01-18
"265085",40350,"UIC-Halsted","W",3617,2004-06-28
"265393",40350,"UIC-Halsted","U",826,2016-01-03
"265429",40350,"UIC-Halsted","W",6177,2003-02-26
"265544",40350,"UIC-Halsted","A",914,2008-01-05
"265619",40350,"UIC-Halsted","U",611,2009-11-08
"265624",40350,"UIC-Halsted","W",6973,2017-03-14
"265984",40350,"UIC-Halsted","U",680,2001-04-08
"266213",40350,"UIC-Halsted","U",681,2005-12-26
"266261",40350,"UIC-Halsted","W",5695,2005-12-08
"266444",40350,"UIC-Halsted","W",3473,2010-07-16
"266492",40350,"UIC-Halsted","W",3848,2013-08-06
"266494",40350,"UIC-Halsted","W",2584,2009-12-14
"266601",40350,"UIC-Halsted","A",1772,2014-05-24
"266637",40350,"UIC-Halsted","W",8016,2011-08-31
"266656",40350,"UIC-Halsted","A",1633,2016-03-26
"266673",40350,"UIC-Halsted","W",7291,2013-02-07
"266889",40350,"UIC-Halsted","A",1785,2007-03-31
"267255",40350,"UIC-Halsted","W",7765,2013-11-08
"267369",40350,"UIC-Halsted","W",2689,2004-08-06
"267392",40350,"UIC-Halsted","W",2814,2006-08-22
"267731",40350,"UIC-Halsted","W",2440,2003-08-12
"267822",40350,"UIC-Halsted","W",6406,2007-10-04
"267900",40350,"UIC-Halsted","W",7262,2014-12-03
"268170",40350,"UIC-Halsted","W",6656,2010-11-29
"268390",40350,"UIC-Halsted","W",3464,2010-07-28
"268408",40350,"UIC-Halsted","U",845,2004-03-21
"268519",40350,"UIC-Halsted","U",1250,2016-05-15
"268590",40350,"UIC-Halsted","A",813,2009-12-05
"268638",40350,"UIC-Halsted","W",6457,2015-03-30
"268761",40350,"UIC-Halsted","W",7120,2013-04-03
"268869",40350,"UIC-Halsted","W",6450,2008-11-14
"268915",40350,"UIC-Halsted","W",7827,2014-10-21
"268955",40350,"UIC-Halsted","W",2499,2004-08-16
"269172",40350,"UIC-Halsted","W",6175,2006-02-06
"269197",40350,"UIC-Halsted","W",2514,2007-08-02
"269393",40350,"UIC-Halsted","W",5456,2004-02-06
"269738",40350,"UIC-Halsted","W",2936,2012-08-13
"269938",40350,"UIC-Halsted","A",911,2009-12-19
"269995",40350,"UIC-Halsted","A",1846,2003-09-06
"270055",40350,"UIC-Halsted","U",1182,2009-04-26
"270215",40350,"UIC-Halsted","W",7035,2013-03-08
"270319",40350,"UIC-Halsted","W",3114,2008-06-10
"270560",40350,"UIC-Halsted","W",3661,2015-06-11
"271105",40350,"UIC-Halsted","W",8339,2016-09-27
"271140",40350,"UIC-Halsted","A",1176,2006-05-13
"271195",40350,"UIC-Halsted","W",3522,2006-06-16
"271205",40350,"UIC-Halsted","W",2712,2005-05-25
"271377",40350,"UIC-Halsted","W",3395,2013-06-05
"271418",40350,"UIC-Halsted","W",2957,2010-05-18
"271523",40350,"UIC-Halsted","U",1206,2010-08-01
"272161",40350,"UIC-Halsted","A",2876,2013-04-13
"272266",40350,"UIC-Halsted","A",1710,2016-05-21
"272276",40350,"UIC-Halsted","W",7420,2014-01-23
"272380",40350,"UIC-Halsted","U",1274,2015-12-13
"272426",40350,"UIC-Halsted","W",2927,2005-12-12
"272568",40350,"UIC-Halsted","W",6609,2011-04-14
"272788",40350,"UIC-Halsted","W",1697,2003-01-20
"273267",40350,"UIC-Halsted","A",1142,2003-08-16
"273302",40350,"UIC-Halsted","A",1544,2001-09-22
"273819",40350,"UIC-Halsted","W",8581,2015-10-15
"273829",40350,"UIC-Halsted","A",3071,2011-11-05
"273891",40350,"UIC-Halsted","W",7106,2008-09-26
"273921",40350,"UIC-Halsted","W",7377,2013-09-04
"273979",40350,"UIC-Halsted","W",3622,2013-06-04
"274459",40350,"UIC-Halsted","W",6643,2008-11-12
"274555",40350,"UIC-Halsted","U",1340,2010-04-11
"274615",40350,"UIC-Halsted","W",7023,2002-11-20
"274876",40350,"UIC-Halsted","U",819,2010-01-10
"274981",40350,"UIC-Halsted","W",7997,2013-10-01
"275030",40350,"UIC-Halsted","W",8602,2017-10-04
"275148",40350,"UIC-Halsted","W",7382,2005-09-22
"275303",40350,"UIC-Halsted","A",1770,2012-05-19
"275478",40350,"UIC-Halsted","U",841,2007-02-25
"275494",40350,"UIC-Halsted","W",3448,2007-07-18
"275573",40350,"UIC-Halsted","W",8489,2015-09-23
"275628",40350,"UIC-Halsted","W",2361,2001-12-20
"275670",40350,"UIC-Halsted","W",6788,2008-09-22
"276116",40350,"UIC-Halsted","W",3217,2015-03-25
"276487",40350,"UIC-Halsted","W",3465,2017-08-01
"276531",40350,"UIC-Halsted","U",690,2001-06-24
"276669",40350,"UIC-Halsted","W",6096,2003-02-11
"276812",40350,"UIC-Halsted","W",3822,2011-06-24
"277289",40350,"UIC-Halsted","W",3926,2008-06-25
"277304",40350,"UIC-Halsted","A",2242,2015-10-31
"277564",40350,"UIC-Halsted","W",8622,2017-10-18
"277611",40350,"UIC-Halsted","U",661,2008-12-28
"277663",40350,"UIC-Halsted","A",1508,2007-01-27
"277763",40350,"UIC-Halsted","W",3363,2017-08-17
"277944",40350,"UIC-Halsted","W",6243,2002-11-22
"278416",40350,"UIC-Halsted","W",5896,2005-02-22
"278426",40350,"UIC-Halsted","U",1845,2013-11-24
"278600",40350,"UIC-Halsted","A",1360,2007-02-10
"278899",40350,"UIC-Halsted","W",3512,2005-07-07
"278994",40350,"UIC-Halsted","A",2616,2014-02-22
"279028",40350,"UIC-Halsted","U",393,2002-01-01
"279319",40350,"UIC-Halsted","W",7256,2002-10-15
"279471",40350,"UIC-Halsted","W",2343,2007-01-08
"279539",40350,"UIC-Halsted","W",3740,2016-06-10
"279647",40350,"UIC-Halsted","W",2762,2007-08-21
"279701",40350,"UIC-Halsted","W",5612,2002-03-13
"279824",40350,"UIC-Halsted","A",1681,2017-07-01
"280280",40350,"UIC-Halsted","W",7389,2016-03-14
"280323",40350,"UIC-Halsted","A",3113,2011-09-10
"280397",40350,"UIC-Halsted","W",3993,2017-06-28
"280510",40350,"UIC-Halsted","U",1323,2015-03-08
"280618",40350,"UIC-Halsted","A",1486,2006-07-01
"280644",40350,"UIC-Halsted","W",6991,2011-03-03
"280803",40350,"UIC-Halsted","W",2794,2001-06-04
"281383",40350,"UIC-Halsted","W",2462,2008-03-28
"281851",40350,"UIC-Halsted","A",1791,2004-11-06
"281930",40350,"UIC-Halsted","A",2245,2015-02-21
"282017",40350,"UIC-Halsted","U",1540,2011-03-06
"282139",40350,"UIC-Halsted","W",4091,2004-05-03
"282195",40350,"UIC-Halsted","W",6305,2005-01-27
"282264",40350,"UIC-Halsted","U",1362,2015-06-21
"282329",40350,"UIC-Halsted","A",1110,2008-12-20
"282619",40350,"UIC-Halsted","U",536,2003-12-28
"283013",40350,"UIC-Halsted","W",3501,2002-07-23
"283204",40350,"UIC-Halsted","W",3239,2006-07-03
"283380",40350,"UIC-Halsted","W",5672,2008-03-18
"283625",40350,"UIC-Halsted","A",2250,2008-11-22
"283698",40350,"UIC-Halsted","W",2702,2005-07-25
"283741",40350,"UIC-Halsted","W",3615,2013-05-20
"283958",40350,"UIC-Halsted","W",2876,2012-12-21
"284412",40350,"UIC-Halsted","W",6029,2001-10-16
"284579",40350,"UIC-Halsted","W",6333,2001-09-04
"284748",40350,"UIC-Halsted","A",2548,2017-10-21
"284787",40350,"UIC-Halsted","W",3061,2001-08-16
"285050",40350,"UIC-Halsted","W",5773,2009-11-30
"285142",40350,"UIC-Halsted","A",2504,2013-03-02
"285408",40350,"UIC-Halsted","W",6251,2005-02-09
"285675",40350,"UIC-Halsted","W",4149,2001-12-03
"285875",40350,"UIC-Halsted","W",7310,2010-10-04
"286013",40350,"UIC-Halsted","W",3685,2014-05-23
"286070",40350,"UIC-Halsted","W",6747,2006-09-18
"286124",40350,"UIC-Halsted","W",3459,2015-06-02
"286459",40350,"UIC-Halsted","U",1604,2005-06-19
"286464",40350,"UIC-Halsted","A",848,2003-01-04
"286535",40350,"UIC-Halsted","U",1744,2016-09-04
"286891",40350,"UIC-Halsted","U",996,2013-01-06
"287020",40350,"UIC-Halsted","W",3522,2014-06-12
"287142",40350,"UIC-Halsted","U",1033,2017-01-08
"287174",40350,"UIC-Halsted","U",1418,2010-09-06
"287333",40350,"UIC-Halsted","W",5395,2015-05-07
"287520",40350,"UIC-Halsted","W",5834,2009-04-08
"287633",40350,"UIC-Halsted","W",7956,2013-10-29
"287674",40350,"UIC-Halsted","W",8219,2017-11-15
"288272",40350,"UIC-Halsted","A",1582,2015-05-23
"288876",40350,"UIC-Halsted","U",965,2005-07-17
"288950",40350,"UIC-Halsted","W",2865,2008-06-09
"289053",40350,"UIC-Halsted","W",2715,2008-05-28
"289182",40350,"UIC-Halsted","W",7296,2010-09-13
"289211",40350,"UIC-Halsted","U",1502,2013-08-18
"289237",40350,"UIC-Halsted","W",4916,2002-04-19
"289296",40350,"UIC-Halsted","W",5789,2016-12-06
"289648",40350,"UIC-Halsted","U",753,2009-05-25
"289843",40350,"UIC-Halsted","A",2596,2014-10-18
"290171",40350,"UIC-Halsted","W",3567,2003-07-11
"290263",40350,"UIC-Halsted","W",5960,2006-01-09
"290415",40350,"UIC-Halsted","W",2608,2009-05-14
"290565",40350,"UIC-Halsted","A",3860,2014-03-15
"290584",40350,"UIC-Halsted","W",2520,2001-12-13
"290629",40350,"UIC-Halsted","W",1857,2005-12-23
"290742",40350,"UIC-Halsted","W",3423,2002-06-13
"290821",40350,"UIC-Halsted","W",3166,2013-03-28
"290941",40350,"UIC-Halsted","W",7328,2003-09-16
"290950",40350,"UIC-Halsted","W",2689,2006-03-21
"290990",40350,"UIC-Halsted","U",1503,2012-07-15
"291028",40350,"UIC-Halsted","W",3502,2004-06-09
"291164",40350,"UIC-Halsted","A",2361,2016-09-17
"291528",40350,"UIC-Halsted","W",7063,2004-10-07
"291672",40350,"UIC-Halsted","A",1294,2006-07-15
"291726",40350,"UIC-Halsted","W",4046,2016-08-18
"291776",40350,"UIC-Halsted","W",3996,2001-02-23
"292171",40350,"UIC-Halsted","A",1195,2003-06-28
"292547",40350,"UIC-Halsted","W",7647,2010-10-06
"292599",40350,"UIC-Halsted","W",3446,2015-05-12
"292715",40350,"UIC-Halsted","W",5961,2009-03-18
"292987",40350,"UIC-Halsted","W",6717,2015-03-10
"293048",40350,"UIC-Halsted","A",2634,2014-08-23
"293220",40350,"UIC-Halsted","U",539,2001-01-28
"293293",40350,"UIC-Halsted","W",8557,2017-10-05
"293385",40350,"UIC-Halsted","U",1329,2017-07-09
"293644",40350,"UIC-Halsted","W",5784,2009-03-10
"293672",40350,"UIC-Halsted","W",2795,2003-05-12
"293719",40350,"UIC-Halsted","A",2278,2014-04-19
"293767",40350,"UIC-Halsted","U",1334,2006-10-08
"293984",40350,"UIC-Halsted","W",2525,2005-03-21
"294087",40350,"UIC-Halsted","A",1441,2001-10-27
"294134",40350,"UIC-Halsted","W",5003,2002-02-27
"294390",40350,"UIC-Halsted","W",3244,2014-08-12
"294538",40350,"UIC-Halsted","A",968,2003-12-20
"294626",40350,"UIC-Halsted","W",3561,2011-06-02
"294669",40350,"UIC-Halsted","A",3063,2011-09-17
"294688",40350,"UIC-Halsted","W",2824,2016-08-12
"294797",40350,"UIC-Halsted","W",5994,2003-04-01
"294854",40350,"UIC-Halsted","W",7177,2014-04-08
"294963",40350,"UIC-Halsted","W",6141,2009-11-18
"295198",40350,"UIC-Halsted","A",1590,2017-07-29
"295299",40350,"UIC-Halsted","U",1048,2003-08-31
"295547",40350,"UIC-Halsted","W",3191,2008-06-05
"295709",40350,"UIC-Halsted","W",3386,2002-06-28
"295757",40350,"UIC-Halsted","W",7499,2003-09-04
"295804",40350,"UIC-Halsted","W",6895,2017-03-17
"295828",40350,"UIC-Halsted","W",3098,2004-06-18
"295829",40350,"UIC-Halsted","A",1822,2004-04-17
"295916",40350,"UIC-Halsted","A",3240,2011-11-19
"296001",40350,"UIC-Halsted","W",2388,2009-08-17
"296075",40350,"UIC-Halsted","W",6054,2009-11-02
"296091",40350,"UIC-Halsted","W",6123,2005-02-16
"296212",40350,"UIC-Halsted","W",2681,2006-07-27
"296384",40350,"UIC-Halsted","U",864,2007-07-29
"296506",40350,"UIC-Halsted","W",4245,2007-12-10
"297041",40350,"UIC-Halsted","W",1127,2002-12-24
"297080",40350,"UIC-Halsted","A",1673,2017-06-17
"297103",40350,"UIC-Halsted","W",2735,2010-05-10
"297107",40350,"UIC-Halsted","W",3462,2002-07-24
